id,SalePrice
1461,131167.99493732644
1462,146854.56060752732
1463,191148.07361451018
1464,199066.6361130565
1465,189461.25627135087
1466,184997.5793278745
1467,169525.9564179536
1468,183102.38841671057
1469,167425.69547590084
1470,143814.5477668101
1471,188888.4369843974
1472,101326.55632451906
1473,102756.17236380556
1474,148449.67216660734
1475,137665.29543177682
1476,343995.80950753635
1477,231676.38159490153
1478,305543.60754207097
1479,285533.8675354583
1480,344109.19623205654
1481,272286.70739617106
1482,206336.29798579862
1483,191321.5864852452
1484,192624.01689233116
1485,187843.28334194212
1486,190849.80508950868
1487,279400.5823367106
1488,200643.70905186498
1489,220935.19639333984
1490,192457.1951595588
1491,205932.98294441542
1492,101752.9165109857
1493,153974.30343273314
1494,273178.91087295423
1495,242016.9444717661
1496,213213.6061801694
1497,222430.7101242154
1498,166684.13109226173
1499,157821.7956420192
1500,177600.9647841935
1501,171909.27121546114
1502,209594.68071388904
1503,228340.93244978183
1504,215082.9631945228
1505,196851.1961866179
1506,161374.6028745748
1507,220336.55165890517
1508,144017.04780800582
1509,160457.3154265649
1510,148956.12636408876
1511,147017.3991703195
1512,145720.28513455784
1513,141931.39832589988
1514,126696.45661459427
1515,133936.69963954648
1516,131859.87649809633
1517,147110.6007989877
1518,133905.64855670335
1519,221868.96939286697
1520,148817.41711101957
1521,143475.62491118282
1522,144773.53522343468
1523,125528.35713096835
1524,125546.6127875779
1525,129836.61098150887
1526,128610.31106521965
1527,131610.3508524049
1528,124632.38702769307
1529,138682.25318966992
1530,147727.5383082997
1531,124116.15606499644
1532,111071.92626446584
1533,121297.33721893885
1534,134327.34458605436
1535,131875.8120781811
1536,124100.65694182536
1537,94766.43652794973
1538,121878.89680580734
1539,126824.91873470301
1540,108014.16966239669
1541,120814.6426717701
1542,131330.27106210263
1543,149053.73265147678
1544,94051.22338914277
1545,127100.96368581761
1546,123563.0302798244
1547,127723.1833045869
1548,121714.3108182834
1549,128470.29426542668
1550,129285.87548045085
1551,108304.33861461717
1552,126418.04718417172
1553,126270.42288579524
1554,128557.11076914583
1555,144339.629224592
1556,155000.98649813814
1557,111496.8963882692
1558,121845.29910900636
1559,92981.45979922137
1560,144495.16694251957
1561,135844.58800137573
1562,137377.36328253464
1563,129913.87091725493
1564,155212.9135031716
1565,182596.2706003372
1566,154609.07383011314
1567,107021.42332861826
1568,257688.25736646735
1569,139884.59600275604
1570,141623.96144393831
1571,123530.72586867983
1572,135057.6622216313
1573,252423.9177302865
1574,118013.15268643235
1575,208906.6336460286
1576,235828.2868291676
1577,202961.21474731155
1578,133204.94980045944
1579,165192.79906229145
1580,219753.884739002
1581,165269.26586267207
1582,129534.16581237795
1583,248356.42642914742
1584,203167.02923305408
1585,140864.72975968776
1586,105608.59229001256
1587,123298.64051410943
1588,140270.17378783028
1589,116902.69832440787
1590,132098.56714280165
1591,99586.75925321225
1592,105889.31835508149
1593,133244.26073107007
1594,111560.90498012111
1595,115430.68388666965
1596,182875.39781092718
1597,205637.9441989991
1598,226571.4201539769
1599,157750.30142428164
1600,153945.4524651237
1601,99056.6380421751
1602,130966.02920028669
1603,114911.66368037369
1604,280989.85603915685
1605,217219.03814677545
1606,160799.07235628652
1607,136875.08217621758
1608,239481.23050679604
1609,196729.75805843747
1610,194716.4925428941
1611,148276.19260108203
1612,180440.61848166006
1613,172302.80918801727
1614,92581.41781855977
1615,91800.96214804158
1616,90828.57703705167
1617,87078.48954795909
1618,125291.29190124826
1619,130448.72670138843
1620,190117.86235273327
1621,162857.68614072047
1622,159976.22465260825
1623,208955.1893523944
1624,215402.5189275281
1625,132983.43012937848
1626,146678.64521275598
1627,189761.7419733946
1628,239598.3467684078
1629,170113.62735813955
1630,253774.30418265093
1631,231916.38278756457
1632,236608.22832483082
1633,183866.41071231454
1634,191824.94997381902
1635,182291.0579586125
1636,169026.9401834857
1637,215767.2599383266
1638,190481.06953831617
1639,206195.7782023165
1640,196011.6804343125
1641,151001.83519925876
1642,228433.93418423136
1643,226372.2243282221
1644,234542.82020702717
1645,189842.548248025
1646,167279.2832610349
1647,182350.01430543573
1648,128919.10370762437
1649,170211.56341787765
1650,117007.96640704449
1651,125260.56570600504
1652,101885.94313560986
1653,101542.76391445997
1654,143343.96909096785
1655,143209.82597406587
1656,147842.65611840048
1657,142429.40754423518
1658,141783.2550946955
1659,132900.28207309215
1660,149194.67250411742
1661,342919.5951791513
1662,252445.7541633651
1663,340814.9617772759
1664,371012.4748657584
1665,267136.2099182363
1666,303837.17756416893
1667,332152.2581096053
1668,359033.9930730248
1669,268240.1736138433
1670,316431.1871873479
1671,298164.53840889316
1672,310604.7927205212
1673,279815.01151996927
1674,249363.13140412472
1675,201325.47540869945
1676,205528.39989492466
1677,206563.49747569364
1678,358486.10751608125
1679,316307.76995497453
1680,316345.488474858
1681,259708.81265644426
1682,291626.129418463
1683,215552.97476469033
1684,175318.46375133633
1685,187245.2925505581
1686,189560.00842785247
1687,185885.63155784507
1688,225979.6573925783
1689,185040.74466401766
1690,190616.53458920406
1691,190061.4198283151
1692,200058.65761953176
1693,183160.63715659635
1694,188515.32751858543
1695,177603.10426393108
1696,228552.4576418417
1697,179096.4365977596
1698,301379.40410307026
1699,271654.2364761163
1700,320923.2429570423
1701,228342.2719766261
1702,248590.85689871013
1703,204033.07317691675
1704,278316.4657145432
1705,278725.3500303217
1706,325040.8246223549
1707,223398.06001646246
1708,202019.68798128323
1709,239399.5448518483
1710,220505.67819546518
1711,274528.63891476265
1712,220328.5948701517
1713,199698.27195058975
1714,192832.2450749387
1715,214504.28142916557
1716,166499.7784615614
1717,156649.8394165932
1718,132443.11359883516
1719,205103.67174538347
1720,217325.16432052373
1721,157979.54658878344
1722,145249.44745684057
1723,157092.66859526065
1724,210782.38856599876
1725,240230.23029382873
1726,182777.47537879733
1727,165484.21560407357
1728,206132.82750582637
1729,204855.58972524042
1730,148491.0890563762
1731,127409.87591665154
1732,121379.52680401629
1733,144841.16139951456
1734,146369.00691138973
1735,151042.33298496535
1736,131274.73246682558
1737,196515.1961173629
1738,260128.7139315431
1739,165502.7796648447
1740,215288.93570870845
1741,191999.7119862478
1742,169335.5882470422
1743,170359.0737011578
1744,195685.81280106783
1745,145852.49617982065
1746,195998.8082467377
1747,183455.99053930174
1748,199763.82579021668
1749,156019.91785807532
1750,147393.76829828206
1751,188378.41457840393
1752,127091.12149699726
1753,140272.73883230545
1754,183109.4605352565
1755,168040.02459830066
1756,124500.48750782797
1757,117026.86748299305
1758,144394.7419832796
1759,143999.54293747962
1760,144789.94739539706
1761,126251.44600355942
1762,179071.58298048185
1763,153905.92562124148
1764,135728.24597069123
1765,137711.41815234895
1766,143982.13439951607
1767,146248.0216604706
1768,138184.6077976826
1769,169271.73766043867
1770,142660.93486486477
1771,127263.34977382986
1772,138136.61460268026
1773,151918.64651474886
1774,139418.76497580035
1775,145824.02811317894
1776,135870.79807676846
1777,141390.24962339705
1778,138498.62144934386
1779,136479.657897701
1780,145133.30535869335
1781,137090.75445216076
1782,115430.74341910056
1783,142119.7761533701
1784,142797.4842726109
1785,112940.2547720393
1786,126630.87814547872
1787,166441.1820821618
1788,83494.03319707594
1789,95209.09788605975
1790,117427.76936551485
1791,164560.13410039415
1792,122230.40078174986
1793,133183.99962380138
1794,131346.01000684313
1795,145188.78066769094
1796,162299.74251896676
1797,123121.424857538
1798,150017.35993196408
1799,134938.7774106119
1800,144093.40045552628
1801,122746.00733132224
1802,127674.39087751966
1803,173785.26090978668
1804,178783.950201569
1805,138505.52466940164
1806,114057.92284959888
1807,104324.41083308059
1808,126658.58099502136
1809,107151.87303748864
1810,119669.13024972897
1811,95006.12837455272
1812,116903.18905641575
1813,106219.54028337599
1814,106243.80195440167
1815,104737.09432420289
1816,111856.23152114575
1817,126258.1935620561
1818,119000.06920291945
1819,164300.01986106046
1820,90274.04054415207
1821,128537.33414104303
1822,149258.08549233197
1823,61611.61071721599
1824,113337.78272746947
1825,132574.08161012793
1826,131086.33340276702
1827,115417.03502013776
1828,125184.30831694265
1829,104155.90677660408
1830,128476.48775649902
1831,117776.4549577911
1832,111438.61455483144
1833,153709.96667934157
1834,125270.91911517941
1835,110306.86350990963
1836,116495.76885476676
1837,102537.41745381369
1838,120025.78190608103
1839,110443.11226763774
1840,135196.07796412753
1841,144685.50262743022
1842,118667.27333086602
1843,143776.55436467234
1844,154399.07454063505
1845,148068.099318917
1846,145022.9033247973
1847,155007.25356054291
1848,89871.98733027127
1849,134013.14597119967
1850,137325.39942790996
