id,SalePrice
1461,127862.70335936885
1462,170565.98026131143
1463,178295.81283381037
1464,186704.4278898177
1465,200546.26974797997
1466,173019.71871980987
1467,165369.18897086594
1468,161921.03517025677
1469,198231.3704559439
1470,119026.01076501113
1471,198385.2551398285
1472,98948.41397954868
1473,100232.27038270107
1474,154910.80155636618
1475,120516.54956047334
1476,375529.56441658206
1477,254400.33833994856
1478,311476.6411793497
1479,293168.26365487796
1480,464407.78383796616
1481,300366.4672174052
1482,210191.67705421103
1483,182712.75961665585
1484,164447.18894229134
1485,182202.3447320171
1486,202257.580069107
1487,329504.77070885897
1488,234014.48675389774
1489,194124.28259498495
1490,218912.2711594623
1491,193623.8195519338
1492,104600.49768720575
1493,165932.14449973227
1494,292902.8766213283
1495,304304.86668769043
1496,233563.62648356069
1497,183820.63895267024
1498,158097.30720278426
1499,156142.50990875807
1500,158201.16158930928
1501,172752.86758523193
1502,147924.34869228027
1503,288576.4007192223
1504,235184.00644571017
1505,225616.32156687343
1506,175142.9536622849
1507,235648.4834118264
1508,196778.54446072303
1509,163967.9867680158
1510,147167.30891125082
1511,152466.33553159097
1512,172523.03285151641
1513,153507.30375222853
1514,166187.98506724264
1515,175557.52746213938
1516,163114.74914051298
1517,153703.92371785914
1518,139871.47770699032
1519,217358.81822031326
1520,135015.13179158
1521,144373.66794145803
1522,170051.2105424146
1523,112640.12652211775
1524,124666.37064068588
1525,129105.3421653178
1526,128101.23099423181
1527,93714.46046617591
1528,128720.68870188422
1529,138791.30484770914
1530,163967.16833435974
1531,111127.36559369997
1532,99828.76568167035
1533,146103.03383359616
1534,110745.32962349085
1535,157333.0632167361
1536,114093.89278863488
1537,71338.37373076989
1538,159649.08308821544
1539,197611.54427412982
1540,125883.68370873384
1541,147849.60050109169
1542,149099.2645660096
1543,201559.50916307198
1544,94642.51955088088
1545,120007.98188523734
1546,130053.05628387442
1547,140737.34563400949
1548,141088.0306751108
1549,115751.75743662131
1550,146025.07522383294
1551,118909.91822504111
1552,120844.07834948914
1553,131652.20684776214
1554,100731.25657663056
1555,171707.11495192806
1556,115065.50624874509
1557,131551.25332000255
1558,105662.02379365785
1559,124258.91465672253
1560,135664.61136666624
1561,153532.94474869495
1562,116239.72286322802
1563,112664.54629029105
1564,155338.27792877177
1565,147935.17349420558
1566,216958.21004087944
1567,85912.65488007397
1568,221365.24772650795
1569,119230.26420081306
1570,125836.81658770489
1571,120512.23367790329
1572,133167.5735102695
1573,241060.15393371228
1574,126280.46777547682
1575,210277.53558464462
1576,213936.23152430114
1577,185111.2190159553
1578,136415.88079836222
1579,145997.45195342344
1580,189768.75631895763
1581,136344.43291913057
1582,127368.94010420081
1583,299713.0477557715
1584,224776.51077571497
1585,145725.30807242126
1586,64662.7697833388
1587,100313.25673634348
1588,145692.10211164394
1589,105995.00578735575
1590,133614.1745771078
1591,93029.7456595084
1592,111241.48820682598
1593,115246.69235193229
1594,139857.57221998813
1595,128819.849790078
1596,232039.01816032067
1597,196646.0531011445
1598,221687.05364719464
1599,180670.5388010596
1600,181902.10408598723
1601,59056.38359613387
1602,112736.47733000934
1603,79232.17438589931
1604,275430.4949775606
1605,244407.98314278593
1606,171088.69054781544
1607,179067.18803620213
1608,208032.80568583848
1609,187276.80242819953
1610,148413.52980891088
1611,145480.77349677138
1612,162630.66818783592
1613,143163.14529465538
1614,117608.51740195253
1615,83098.08617167907
1616,78771.46974674684
1617,89766.70863515379
1618,119179.05300651432
1619,133660.9072568369
1620,166098.91294114574
1621,141654.3045912853
1622,141565.53791476635
1623,263036.6851160926
1624,209280.87586395847
1625,132116.6682833565
1626,170080.74537037534
1627,185109.96137259156
1628,277677.30628669454
1629,178589.30499792495
1630,349392.4069676396
1631,215678.05080790175
1632,255785.7717547469
1633,168332.7214639327
1634,179949.10788085227
1635,179750.81235700916
1636,158420.9787235737
1637,178661.74599711978
1638,207273.58061989115
1639,177857.4158745946
1640,253515.0200288859
1641,182007.93396752526
1642,239120.9583349929
1643,221070.04865947404
1644,234680.24486468898
1645,164064.54962873232
1646,151014.49263344926
1647,161913.82243732238
1648,127960.46498721093
1649,134671.0152713923
1650,115255.33698132653
1651,114454.63903959421
1652,100436.51323485562
1653,99238.66602786742
1654,146282.24288230398
1655,145038.60010953262
1656,147013.88019656684
1657,148855.60472070763
1658,147797.92419416734
1659,123853.40596158298
1660,142480.99894980717
1661,461231.7988097349
1662,404864.884860768
1663,378257.3078989579
